Protein	20211018_Seroconversion_DBS_Plate1_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate1_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate2_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate3_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate4_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate5_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate6_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate7_DR6_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR1_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR2_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR3_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR4_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR5_centroid.mzML	20211018_Seroconversion_DBS_Plate8_DR6_centroid.mzML
Q8IZ83	631010.625	564832.6875	562658.6875	636970.1875	561564.25	571769.75	573971.25	560814.625	635090.625	602816.8125	542069.75	529784.0	430877.125	521520.9375	438202.6875	480249.3438	494399.4688	575525.8125	454824.4062	511238.5625	490233.5625	471740.8438	460794.9062	408034.375	374934.3438	420796.1875	395934.4062	436032.1562	457611.2188	437897.625	331183.1562	445272.1875	430855.125	497248.625	389383.4688	492659.4375	359761.5625	343213.3125	422017.4688	373444.1875	348699.625	427933.6875	379717.4688	438837.0312	494482.7188	410317.4688	379923.5312
Q8IZC6											187011.3438																																				
Q8IZE3																																							73057.70312								
Q8IZQ1																														190772.5156																	
Q8IZS8						238171.2969																																									
Q8IZT6																			430060.0312											106292.7656																	
Q8IZX4															91520.90625																			61543.60547													
Q8IZY2				35159.51953																																											
Q8N0U7															96068.60156	131213.6875		108688.8984		127484.5625	156007.2031	210682.0469	222622.8906		293832.75		453731.875	467614.375	469362.4062	360565.5312				291624.3438				310591.0312									306643.3438
Q8N0V4										438173.1562								514695.4062																													
Q8N0X4				216645.0156																																											
Q8N142																	327390.75		874858.9375		608015.9375																										
Q8N1G1															18804.37695																																
Q8N1S5									810960.0625																																						
Q8N201						61208.08984																																									
Q8N239	110065.3438																																														
Q8N2B8																												32076.54492												74013.50781							
Q8N2M8															49231.9375																						289910.625										
Q8N2Y8																				1013727.75																		1436011.125		1445855.375	1366782.875						
Q8N319					89634.32031																																										
Q8N323																					830157.875								267507.4688								317605.8438	740068.6875					762186.6875			585864.25	
Q8N365																									164043.3438							160991.1094															
Q8N3C0		184437.3438																																													
Q8N3E9											101877.2188																																				
Q8N3L3																																							53937.30469								
Q8N434					33070.67188																																										
Q8N465																											76449.6875																				
Q8N474																	56633.96094																														
Q8N4C8										11006.07031																																					
Q8N4K4					33369.66016																												73320.71875					53500.27344									
Q8N4P2																			6893114.0	3608919.25									785236.3125		1596191.375									528495.875							
Q8N4P3											38891.49609																				71008.59375																
Q8N4Q0																															270227.125																
Q8N4S9																							264858.125																								
Q8N4V1	1485726.75	1164777.25	1761607.875		775012.875	1839917.0	3754788.5	2279159.5	2333834.25	2170330.0		1739665.25	3412595.25		2789873.0		1681286.875	2675892.25	2525143.75	1682776.625		1874342.625	1705923.875	3212981.75																							
Q8N4W6					191918.9375					182479.7188	127237.3438									220345.7188			149442.625																								
Q8N535									441437.9688																																						
Q8N5B7																																					72858.26562										
Q8N5G2		78853.9375																																													
Q8N5H7					95608.82031																																										
Q8N5R6																																								49257.45312							
Q8N635																																										54310.98047					
Q8N697									24771.64258																																						
Q8N6C5									90078.57812																							224345.5															
Q8N6M6																														10861.2002																	
Q8N6T3																						310405.0625																									
Q8N6V9																																96203.79688			169548.5312												
Q8N6Y1				66586.20312		45710.29297																																						628785.5			
Q8N766							247485.2812																																								
Q8N7C0												89375.28906																																			
Q8N7H1																																											134245.9531				
Q8N7P7																																										98764.89844				50977.64453	
Q8N865															33683.37109																																
Q8N895					154915.9531																							140718.5781		116257.9297																	
Q8N8E1										926494.0625															97724.38281																						
Q8N8R3																																													41038.84375		
Q8N988;Q96IR2																													22403.33398																		
Q8N998								1317672.25																																							
Q8N9F8	255664.9062			235548.9062	176066.1406							194381.5781																																			
Q8N9I0																																			46819.74609												
Q8N9L9																					105891.3672																										
Q8N9M5						100813.1953																	159486.8281																								
Q8N9U0																261405.9688	227439.5781																														
Q8N9W4																																72320.5625															
Q8NA29																																						375041.6875									
Q8NA56																					260750.7812																										
Q8NA97						10451.03125																																									
Q8NAJ2																								22443.86328																							
Q8NAT2											38387.95312																																				
Q8NB12																																		35200.75391													
Q8NB14																																				370992.3438											
Q8NB15					958062.9375																															919220.8125								747859.375			
Q8NB78						9850.628906																																									
Q8NBH2																														158439.2656																	
Q8NBJ5														152378.3438			201621.25									277156.3438						268279.375								316795.5625	305335.9688						
Q8NBK3																21052.55078																															
Q8NBN3			89576.67969																																												
Q8NBU5			81637.70312																																										287941.3438		
Q8NC01																																													336199.4375		259372.5312
Q8NC06					883690.5																												358617.4375														
Q8NCA5															76075.78906																																
Q8NCI6																							888334.5																								
Q8NCM8					77613.35938																		190905.1562																								
Q8NCV1																									176595.0312		73537.38281																				
Q8NCW5		78023.76562			68391.73438																																										
Q8NDV1																			814151.625				883962.875																								
Q8NE00										63872.28125																																					
Q8NE18																										25231.56055																			44446.33203		
Q8NE79																																				57311.25781											
Q8NEG2		229518.2344				338576.7812																									340688.3438												320117.0312		256812.875		
Q8NEL9																																	114299.4375														
Q8NER1																																													279899.0312		
Q8NEV4												4860365.0				2885065.75								4738247.0																							
Q8NEV9		17661.44727																																													
Q8NEX9											230872.8125																																				
Q8NEZ3																																												35379.28516			
Q8NEZ4				386741.1562																																											
Q8NF91																	122621.25			241194.1094																											
Q8NFC6				283695.25																																											
Q8NFD5																		122370.7344																													
Q8NFU1															403432.9375		335288.9062																														
Q8NFU5		144868.7969																																													
Q8NG50																															124675.4141																
Q8NGA0									603163.625																																						
Q8NGF8				699555.875																																											
Q8NGK3																																		380459.5625		391139.625					687459.125						
Q8NHG7	32731.39648																																							42210.51953	37646.47656		36624.73828				
Q8NHH9																											279114.5312																				
Q8NHQ8																																		204730.6406													
Q8NHQ9															551871.625			529418.0625							470580.0312	432266.2812	419824.8125		411126.9062									444539.4375			440565.7188						403929.375
Q8NHY3																		410253.1562															264637.4688														
Q8NHY6							126974.4844																																								
Q8NI17															169188.7188																																
Q8NI35																																						144094.75									
Q8NI51																																														13645.06055	
Q8TAB3																				357178.2812	77201.40625																										
Q8TAC1		49016.19531		53139.18359	96754.25				43716.42188	28869.31836	35520.27734					49949.05469	54561.39453	16557.09961							67846.57031	56579.05859	56038.96484	69016.55469	77634.53906	63197.47266			81087.08594					79117.44531		75831.80469	50976.14453		90123.53125	94999.96875	53501.73047	81249.67969	
Q8TAD4									95823.14844																																						
Q8TAE7																											287135.7188																				
Q8TAF3												208544.0625																																			
Q8TAQ2												72569.78125					237416.5					33548.23828																								9856.892578	
Q8TAT5																																							81701.91406								
Q8TBC4				23478.37109																																	37508.6875	55029.96094		58482.57031	48460.08203		48418.82031	52071.99609	50072.35156	42406.73438	
Q8TBP5																				554419.3125																											
Q8TBY0																							509056.8438																								
Q8TC29							428248.4062																																								
Q8TC41																										566182.4375																					
Q8TC84						55522.71484																																									
Q8TC92									214693.9844																																						
Q8TCG5													497879.5312					261822.7031																													
Q8TCT1						2173565.75																											1822839.125			1927394.625						1249766.375		1363931.5			
Q8TCU4																									37918.51953																		236222.8125		227133.5625		
Q8TCY9																																		91699.32031													
Q8TCZ2													210915.1562																																		
Q8TD57						617533.5625				174919.9531																						362163.1875															
Q8TD84																																						26645.33789									
Q8TDC3								1391635.75	545767.1875			501189.0312	2088202.25		567816.1875		381965.25	815512.1875	950255.5625																												
